quick_check
ok
name,drawings,min_number,max_number,min_id,max_id
baltbet-main,2199,2759,4959,202,11988
table_name,rows
drawings,2199
events,32985
quotes,32940
drawing_result_snapshots,4
drawing_preparations,5
drawing_event_pins,30
archived_packages,1
package_settlements,0
missing_visible_number
3843
3844
number,id,status,started_at,ended_at,event_count,unique_event_orders,blank_names,quote_rows,pool_complete,bk_complete,norm_complete,pin_complete,resolved_results,void_results,missing_results
3034,2765,finished,,2021-04-13T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3035,2768,finished,,2021-04-14T14:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3036,2770,finished,,2021-04-15T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3037,2773,finished,,2021-04-16T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3038,2775,finished,,2021-04-17T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3039,2779,finished,,2021-04-18T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3040,4391,finished,,2021-04-19T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3041,4395,finished,,2021-04-20T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3042,4398,finished,,2021-04-21T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3043,4402,finished,,2021-04-22T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3044,4407,finished,,2021-04-23T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3045,4414,finished,,2021-04-24T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3046,4419,finished,,2021-04-25T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3047,4423,finished,,2021-04-26T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3048,4428,finished,,2021-04-27T16:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3049,4434,finished,,2021-04-28T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3050,4438,finished,,2021-04-29T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3051,4445,finished,,2021-04-30T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3052,4452,finished,,2021-05-01T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3053,4456,finished,,2021-05-02T13:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3054,4461,finished,,2021-05-03T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3055,4468,finished,,2021-05-04T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3056,5904,finished,,2021-05-05T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3057,5908,finished,,2021-05-06T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3058,5914,finished,,2021-05-07T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3059,5920,finished,,2021-05-08T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3060,5925,finished,,2021-05-09T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3061,5932,finished,,2021-05-10T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3062,5937,finished,,2021-05-11T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3063,5941,finished,,2021-05-12T16:15:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3064,5948,finished,,2021-05-13T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3065,5954,finished,,2021-05-14T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3066,5959,finished,,2021-05-15T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3067,5966,finished,,2021-05-16T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3068,5972,finished,,2021-05-17T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3069,5976,finished,,2021-05-18T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3070,5980,finished,,2021-05-19T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3071,5987,finished,,2021-05-20T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3072,5991,finished,,2021-05-21T15:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3073,5997,finished,,2021-05-22T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3074,6002,finished,,2021-05-23T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3075,6008,finished,,2021-05-24T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3076,6014,finished,,2021-05-25T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3077,6018,finished,,2021-05-26T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3078,6021,finished,,2021-05-27T14:15:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3079,6027,finished,,2021-05-28T15:40:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3080,6032,finished,,2021-05-29T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3081,6038,finished,,2021-05-30T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3082,6044,finished,,2021-05-31T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3083,6048,finished,,2021-06-01T14:10:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3084,6051,finished,,2021-06-02T13:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3085,6056,finished,,2021-06-03T14:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3086,6059,finished,,2021-06-04T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3087,6063,finished,,2021-06-05T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3088,6066,finished,,2021-06-06T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3089,6074,finished,,2021-06-07T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3090,6077,finished,,2021-06-08T14:10:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3091,6080,finished,,2021-06-09T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3092,6085,finished,,2021-06-10T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3093,6090,finished,,2021-06-11T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3094,6092,finished,,2021-06-12T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3095,6100,finished,,2021-06-13T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3096,6103,finished,,2021-06-14T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3097,6105,finished,,2021-06-15T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3098,6112,finished,,2021-06-16T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3099,6116,finished,,2021-06-17T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3100,6119,finished,,2021-06-18T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3101,6125,finished,,2021-06-19T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3102,6130,finished,,2021-06-20T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3103,6133,finished,,2021-06-21T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3104,6137,finished,,2021-06-22T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3105,6143,finished,,2021-06-23T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3106,6147,finished,,2021-06-24T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3107,6150,finished,,2021-06-25T14:40:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3108,6154,finished,,2021-06-26T15:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3109,6160,finished,,2021-06-27T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3110,6165,finished,,2021-06-28T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3111,6171,finished,,2021-06-29T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3112,6173,finished,,2021-06-30T15:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3113,6179,finished,,2021-07-01T15:20:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3114,6182,finished,,2021-07-02T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3115,6185,finished,,2021-07-03T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3116,6190,finished,,2021-07-04T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3117,6194,finished,,2021-07-05T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3118,6199,finished,,2021-07-06T15:50:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3119,6204,finished,,2021-07-07T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3120,6207,finished,,2021-07-08T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3121,6212,finished,,2021-07-09T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3122,6215,finished,,2021-07-10T16:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3123,6222,finished,,2021-07-11T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3124,6227,finished,,2021-07-12T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3125,6229,finished,,2021-07-13T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3126,6234,finished,,2021-07-14T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3127,6239,finished,,2021-07-15T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3128,6241,finished,,2021-07-16T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3129,6243,finished,,2021-07-17T17:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3130,6251,finished,,2021-07-18T15:45:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3131,6256,finished,,2021-07-19T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3132,6259,finished,,2021-07-20T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3133,6263,finished,,2021-07-21T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3134,6268,finished,,2021-07-22T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3135,6272,finished,,2021-07-23T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3136,6276,finished,,2021-07-24T15:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3137,6283,finished,,2021-07-25T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3138,6288,finished,,2021-07-26T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3139,6293,finished,,2021-07-27T15:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3140,6297,finished,,2021-07-28T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3141,6300,finished,,2021-07-29T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3142,6304,finished,,2021-07-30T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3143,6312,finished,,2021-07-31T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3144,6317,finished,,2021-08-01T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3145,6320,finished,,2021-08-02T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3146,6328,finished,,2021-08-03T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3147,6332,finished,,2021-08-04T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3148,6336,finished,,2021-08-05T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3149,6341,finished,,2021-08-06T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3150,6345,finished,,2021-08-07T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3151,6351,finished,,2021-08-08T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3152,6355,finished,,2021-08-09T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3153,6361,finished,,2021-08-10T17:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3154,6365,finished,,2021-08-11T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3155,6368,finished,,2021-08-12T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3156,6371,finished,,2021-08-13T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3157,6376,finished,,2021-08-14T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3158,6383,finished,,2021-08-15T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3159,6389,finished,,2021-08-16T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3160,6395,finished,,2021-08-17T18:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3161,6399,finished,,2021-08-18T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3162,6401,finished,,2021-08-19T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3163,6408,finished,,2021-08-20T15:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3164,6413,finished,,2021-08-21T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3165,6417,finished,,2021-08-22T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3166,6426,finished,,2021-08-23T16:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3167,6429,finished,,2021-08-24T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3168,6434,finished,,2021-08-25T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3169,6438,finished,,2021-08-26T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3170,6446,finished,,2021-08-27T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3171,6447,finished,,2021-08-28T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3172,6455,finished,,2021-08-29T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3173,6459,finished,,2021-08-30T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3174,6467,finished,,2021-08-31T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3175,6472,finished,,2021-09-01T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3176,6474,finished,,2021-09-02T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3177,6480,finished,,2021-09-03T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3178,6483,finished,,2021-09-04T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3179,6491,finished,,2021-09-05T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3180,6496,finished,,2021-09-06T15:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3181,6499,finished,,2021-09-07T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3182,6504,finished,,2021-09-08T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3183,6506,finished,,2021-09-09T14:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3184,6511,finished,,2021-09-10T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3185,6516,finished,,2021-09-11T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3186,6518,finished,,2021-09-12T14:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3187,6526,finished,,2021-09-13T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3188,6531,finished,,2021-09-14T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3189,6536,finished,,2021-09-15T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3190,6541,finished,,2021-09-16T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3191,6545,finished,,2021-09-17T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3192,6549,finished,,2021-09-18T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3193,6554,finished,,2021-09-19T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3194,6559,finished,,2021-09-20T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3195,6565,finished,,2021-09-21T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3196,6571,finished,,2021-09-22T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3197,6574,finished,,2021-09-23T15:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3198,6578,finished,,2021-09-24T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3199,6585,finished,,2021-09-25T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3200,6589,finished,,2021-09-26T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3201,6593,finished,,2021-09-27T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3202,6599,finished,,2021-09-28T18:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3203,6605,finished,,2021-09-29T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3204,6610,finished,,2021-09-30T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3205,6613,finished,,2021-10-01T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3206,6619,finished,,2021-10-02T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3207,6622,finished,,2021-10-03T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3208,6629,finished,,2021-10-04T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3209,6634,finished,,2021-10-05T18:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3210,6639,finished,,2021-10-06T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3211,6641,finished,,2021-10-07T16:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3212,6647,finished,,2021-10-08T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3213,6651,finished,,2021-10-09T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3214,6656,finished,,2021-10-10T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3215,6662,finished,,2021-10-11T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3216,6666,finished,,2021-10-12T16:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3217,6670,finished,,2021-10-13T14:55:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3218,6673,finished,,2021-10-14T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3219,6678,finished,,2021-10-15T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3220,6682,finished,,2021-10-16T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3221,6685,finished,,2021-10-17T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3222,6690,finished,,2021-10-18T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3223,6696,finished,,2021-10-19T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3224,6702,finished,,2021-10-20T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3225,6707,finished,,2021-10-21T16:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3226,6713,finished,,2021-10-22T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3227,6719,finished,,2021-10-23T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3228,6721,finished,,2021-10-24T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3229,6725,finished,,2021-10-25T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3230,6731,finished,,2021-10-26T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3231,6737,finished,,2021-10-27T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3232,6742,finished,,2021-10-28T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3233,6745,finished,,2021-10-29T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3234,6752,finished,,2021-10-30T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3235,6755,finished,,2021-10-31T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3236,6761,finished,,2021-11-01T16:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3237,6766,finished,,2021-11-02T17:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3238,6771,finished,,2021-11-03T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3239,6775,finished,,2021-11-04T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3240,6779,finished,,2021-11-05T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3241,6783,finished,,2021-11-06T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3242,6791,finished,,2021-11-07T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3243,6794,finished,,2021-11-08T16:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3244,6800,finished,,2021-11-09T19:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3245,6804,finished,,2021-11-10T18:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3246,6811,finished,,2021-11-11T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3247,6812,finished,,2021-11-12T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3248,6816,finished,,2021-11-13T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3249,6820,finished,,2021-11-14T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3250,6827,finished,,2021-11-15T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3251,6831,finished,,2021-11-16T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3252,6836,finished,,2021-11-17T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3253,6839,finished,,2021-11-18T18:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3254,6844,finished,,2021-11-19T17:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3255,6847,finished,,2021-11-20T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3256,6852,finished,,2021-11-21T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3257,6856,finished,,2021-11-22T15:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3258,6860,finished,,2021-11-23T17:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3259,6866,finished,,2021-11-24T17:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3260,6873,finished,,2021-11-25T17:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3261,6878,finished,,2021-11-26T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3262,6882,finished,,2021-11-27T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3263,6885,finished,,2021-11-28T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3264,6889,finished,,2021-11-29T14:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3265,6894,finished,,2021-11-30T17:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3266,6902,finished,,2021-12-01T16:15:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3267,6906,finished,,2021-12-02T16:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3268,6913,finished,,2021-12-03T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3269,6918,finished,,2021-12-04T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3270,6922,finished,,2021-12-05T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3271,6926,finished,,2021-12-06T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3272,6929,finished,,2021-12-07T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3273,6936,finished,,2021-12-08T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3274,6940,finished,,2021-12-09T16:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3275,6946,finished,,2021-12-10T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3276,6950,finished,,2021-12-11T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3277,6955,finished,,2021-12-12T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3278,6960,finished,,2021-12-13T15:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3279,6967,finished,,2021-12-14T17:30:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3280,6970,finished,,2021-12-15T15:00:00.000000Z,15,15,0,15,15,15,0,0,13,0,2
3281,6975,finished,,2021-12-16T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3282,6980,finished,,2021-12-17T15:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3283,6984,finished,,2021-12-18T14:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3284,6990,finished,,2021-12-19T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3285,6995,finished,,2021-12-20T14:30:00.000000Z,15,15,0,15,15,15,0,0,13,0,2
3286,7000,finished,,2021-12-21T17:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3287,7007,finished,,2021-12-22T17:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3288,7011,finished,,2021-12-23T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3289,7014,finished,,2021-12-24T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3290,7019,finished,,2021-12-25T13:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3291,7022,finished,,2021-12-26T15:00:00.000000Z,15,15,0,15,15,15,0,0,10,0,5
3292,7028,finished,,2021-12-27T15:00:00.000000Z,15,15,0,15,15,15,0,0,0,0,15
3293,7032,finished,,2021-12-28T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3294,7036,finished,,2021-12-29T14:35:00.000000Z,15,15,0,15,15,15,0,0,13,0,2
3295,7040,finished,,2021-12-30T14:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3296,7044,finished,,2021-12-31T13:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3297,7046,finished,,2022-01-01T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3298,7049,finished,,2022-01-02T14:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3299,7054,finished,,2022-01-03T12:45:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3300,7058,finished,,2022-01-04T13:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3301,7062,finished,,2022-01-05T13:45:00.000000Z,15,15,0,15,15,15,0,0,12,0,3
3302,7066,finished,,2022-01-06T13:30:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3303,7070,finished,,2022-01-07T15:00:00.000000Z,15,15,0,15,15,15,0,0,13,0,2
3304,7076,finished,,2022-01-08T15:00:00.000000Z,15,15,0,15,15,15,0,0,14,0,1
3305,7079,finished,,2022-01-09T14:00:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3306,7084,finished,,2022-01-10T14:40:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3307,7087,finished,,2022-01-11T14:40:00.000000Z,15,15,0,15,15,15,0,0,15,0,0
3308,7092,finished,,2022-01-12T15:15:00.000000Z,15,15,0,15,15,15,0,0,13,0,2
